name,filtered_genre,gender,race,api,black,hispanic,white,populairty
Armin van Buuren,EDM,male,white,0.001105336,0.042453572,0.029268762,0.9271723,62
Army Of The Pharaohs,Hip-hop,female,white,0.012651985,0.018204173,0.010460399,0.9586835,52
Arne Domnérus,Jazz,male,white,0.003390826,0.1246087,0.012638168,0.85936224,36
Arnold Bax,Classical,male,white,0.003319204,0.36704272,0.01486453,0.6147736,0
Arnold Schoenberg,Classical,male,white,0.00171599,0.000812866,0.008772682,0.9886984,21
Arrow Benjamin,Pop,male,white,0.02000717,0.09773344,0.040718153,0.8415413,67
Art Blakey,Jazz,male,white,0.002982526,0.25220755,0.016251937,0.728558,13.58823529
Art Blakey & The Jazz Messengers,Jazz,male,white,0.004366942,0.007927467,0.016067358,0.97163826,17.14666667
Art Blakey Quintet,Jazz,male,white,0.016932318,0.006715809,0.051376425,0.92497545,8.1
Art Farmer,Jazz,male,white,0.009277045,0.04857499,0.07468501,0.86746293,17.55223881
Art Pepper,Jazz,male,white,0.004773444,0.1398137,0.019847136,0.83556575,19.64122137
Art Tatum,Jazz,male,white,0.002858757,0.34534183,0.015574829,0.6362246,22.66666667
Art Taylor,Jazz,male,white,0.005077289,0.07334716,0.015237336,0.9063382,22.88
Art Van Damme Quintet,Jazz,male,white,0.003630235,0.017008698,0.047834978,0.9315261,9.5
Art Wood,Rock,male,white,0.002432897,0.24336247,0.012480509,0.74172413,34
Arthur Grumiaux,Classical,male,white,0.001585395,0.075533435,0.005764418,0.9171167,4.8
Arthur Honegger,Classical,male,white,0.004682558,0.013049684,0.016352791,0.9659149,11
Arthur Rubinstein,Classical,male,white,0.011428531,0.009449635,0.020745333,0.95837647,7.512479201
Artie Shaw,Jazz,male,white,0.007552235,0.09347812,0.007676273,0.89129335,15.4
Arturo Benedetti Michelangeli,Classical,male,white,0.002196946,0.001720423,0.025370024,0.9707126,0
Arturo Toscanini,Classical,male,white,0.018477397,0.008507012,0.1580813,0.8149343,0.236514523
Arvo Pärt,Classical,male,white,0.002899787,0.055429388,0.02986438,0.9118064,52.25
Asha Bhosle,Pop,female,api,0.8655391,0.015178475,0.006702069,0.11258046,4.990595611
Ashanti,EDM,female,white,0.019658377,0.00494569,0.029190166,0.94620574,55.88
Ashe,Indie,unknown,white,0.038582966,0.12494251,0.038263913,0.79821056,65
Ashley Monroe,Country,female,white,0.004015981,0.060759045,0.015243303,0.91998166,56.5
Ashley Tisdale,EDM,female,white,0.00673095,0.045071106,0.018418757,0.9297792,52
Ashnikko,Pop,unknown,white,0.0250997,0.001084667,0.009683711,0.9641319,66.33333333
Asian Doll,Pop,unknown,white,0.004138817,0.028300125,0.009740846,0.95782024,62
Astar Shamir,Pop,male,white,0.23435995,0.11259125,0.024694644,0.6283542,39
Astor Piazzolla,Classical,unknown,white,0.001231763,0.001435965,0.010800739,0.98653156,1.238095238
Astrid S,EDM,female,white,0.024480294,0.06503161,0.07312589,0.8373622,68
Astrid Varnay,Classical,female,white,0.0981121,0.08714964,0.022724545,0.79201376,0
Astronomyy,Indie,unknown,white,0.00188368,0.028885493,0.009447161,0.9597837,69
Astrud Gilberto,Jazz,male,white,0.008636085,0.002357244,0.022391908,0.9666148,33.73643411
Ataúlfo Argenta,Classical,female,hispanic,0.06514592,0.002000122,0.6592091,0.27364486,9.5
Au/Ra,EDM,unknown,white,0.42000535,0.027190916,0.12513074,0.42767304,68.2
Audien,EDM,unknown,white,0.007608601,0.01703638,0.041981254,0.93337375,57.25
Audra Mae,Rock,female,white,0.001538142,0.41146255,0.015320521,0.57167876,55
Audrey Mika,Pop,female,white,0.007098638,0.003980321,0.014863094,0.9740579,70.5
August Alsina,EDM,male,white,0.015299361,0.035722498,0.052771173,0.8962069,58.33333333
Augustus Pablo,Rock,male,white,0.051051356,0.021870004,0.12899019,0.79808843,33.4375
Austin Mahone,EDM,male,white,0.008906995,0.1505618,0.01498517,0.8255461,60.66666667
Autograf,EDM,unknown,white,0.008357213,0.083592534,0.015501949,0.8925483,62
Ava Max,EDM,female,white,0.003654713,0.24763142,0.010860379,0.7378535,78.08695652
Avant,EDM,unknown,white,0.004495049,0.2880258,0.01550202,0.69197714,48.73913043
Aventura,Hip-hop,unknown,hispanic,0.02925952,0.004924997,0.71081585,0.25499964,56.60215054
Avicii,EDM,unknown,white,0.001462263,0.08140019,0.011531993,0.90560555,57.22807018
Avril Lavigne,EDM,female,white,0.006922167,0.005531993,0.020464424,0.96708137,58.54320988
Axwell,EDM,unknown,white,0.002761119,0.003773506,0.012196964,0.98126847,59.5
Ayah Marar,Pop,unknown,hispanic,0.27034715,0.014013675,0.59349763,0.122141525,67
Ayden,Rock,male,white,0.002998465,0.10920323,0.011512134,0.8762862,51
Azealia Banks,EDM,unknown,white,0.003063025,0.19438465,0.009730824,0.7928215,53.44444444
B!G,Country,unknown,api,0.562272,0.073607,0.07148705,0.29263395,32.33333333
B-Legit,Rap,unknown,white,0.016333418,0.14056434,0.05361869,0.78948355,35.8
B-Real,Rap,unknown,hispanic,0.029820492,0.03726516,0.5975844,0.3353299,48.5
B.B. King,Jazz,male,white,0.004830157,0.22653338,0.01942143,0.74921507,24.42692308
B.G.,Hip-hop,unknown,api,0.562272,0.073607,0.07148705,0.29263395,42.8
B.G. Knocc Out,Rap,unknown,white,0.004644461,0.0163072,0.012294431,0.96675396,35.33333333
B.o.B,EDM,unknown,api,0.562272,0.073607,0.07148705,0.29263395,57.5
B2K,EDM,unknown,api,0.562272,0.073607,0.07148705,0.29263395,46
BADBADNOTGOOD,Hip-hop,unknown,white,0.09136957,0.04251061,0.027114535,0.8390053,55.5
BAINS.,Hip-hop,unknown,white,0.004323743,0.14413267,0.09970627,0.7518373,62
BANKS,EDM,unknown,black,0.001067041,0.55565256,0.004495338,0.4387851,59
BAYNK,EDM,unknown,white,0.001877787,0.04359758,0.024106745,0.9304179,55
BBC Philharmonic,Classical,unknown,white,0.27997643,0.044237267,0.02073853,0.65504783,51.66666667
BBC Symphony Orchestra,Classical,unknown,white,0.022068802,0.00259068,0.004698207,0.97064227,11.375
BENEE,Pop,unknown,white,0.003756208,0.13629195,0.010424289,0.84952754,73.44444444
BIA,Rap,unknown,api,0.51763374,0.017664174,0.08087038,0.3838317,57.83333333
BJ The Chicago Kid,Hip-hop,female,white,0.02443554,0.03896671,0.057905592,0.8786922,55.3
BLACKPINK,Pop,unknown,white,0.001509612,0.02179728,0.013876947,0.9628162,74.91666667
BONES,Hip-hop,unknown,white,0.012767416,0.24960795,0.027776666,0.709848,62.71428571
BROCKHAMPTON,Hip-hop,unknown,white,0.002031648,0.28778303,0.011929009,0.69825625,64.95555556
BRONSON,Hip-hop,unknown,white,0.001634635,0.27643216,0.013926774,0.7080065,69
BTS,Pop,unknown,white,0.32954076,0.15956321,0.060872607,0.45002344,66.74193548
Baaba Maal,Pop,unknown,white,0.009350446,0.009339368,0.025055094,0.9562551,56
Baba Brooks & His Band,Rock,male,white,0.012331745,0.07733925,0.019440314,0.8908887,22
Baby,Hip-hop,unknown,white,0.002768395,0.15611759,0.012703254,0.82841074,39.5
Baby Ariel,Pop,male,white,0.02780778,0.079591185,0.09137981,0.8012212,65
Baby Bash,EDM,unknown,white,0.005470266,0.12264642,0.01204195,0.85984135,48.69565217
Baby Boy,Hip-hop,male,white,0.006430494,0.08907306,0.020630542,0.88386595,44
Baby Boy Da Prince,Hip-hop,male,white,0.003943862,0.14195272,0.019192515,0.8349108,57
Baby E,Hip-hop,unknown,white,0.004783189,0.101170406,0.026507348,0.86753905,54
Baby G,Hip-hop,unknown,white,0.004783189,0.101170406,0.026507348,0.86753905,44
Baby Ranks,Hip-hop,unknown,white,0.004417096,0.12367911,0.007478332,0.8644255,55
Baby Rasta,Hip-hop,unknown,hispanic,0.07393335,0.020903572,0.5667787,0.3383844,60.4
Baby Rasta & Gringo,Hip-hop,unknown,white,0.036450017,0.035068218,0.078121014,0.85036075,60.75
Babyface,EDM,unknown,white,0.003277601,0.06222851,0.010957046,0.92353684,41.26229508
Backstreet Boys,EDM,unknown,white,0.004419493,0.12625352,0.023850104,0.8454768,53.08888889
Bad Bunny,Rap,androgynous,white,0.008428782,0.063652724,0.020334775,0.90758365,73.35542169
Bad Lucc,Rap,unknown,white,0.008233573,0.06706526,0.016351173,0.90835005,54
Bad Meets Evil,Hip-hop,unknown,white,0.005856521,0.14254494,0.03731939,0.8142792,55.2
Bahamas,Indie,unknown,white,0.041513845,0.10469527,0.037165318,0.81662554,58.57894737
Bahari,Pop,unknown,white,0.15457988,0.01409545,0.10675605,0.72456867,58
Bamberg Symphony,Classical,unknown,white,0.009968456,0.09970565,0.016532492,0.8737934,0
Bananarama,EDM,unknown,api,0.5367284,0.005262728,0.11948464,0.3385243,49.52941176
Bankrol Hayden,Rap,male,white,0.003215262,0.13026913,0.034518342,0.8319972,73.3
Bankroll Fresh,Hip-hop,unknown,white,0.006334686,0.054936368,0.015359737,0.9233692,56.66666667
Bantu,EDM,unknown,hispanic,0.030622754,0.006505725,0.8602976,0.10257397,66
Bappi Lahiri,Pop,unknown,white,0.022017205,0.006862186,0.027954908,0.94316566,31.66666667
Barbara Bonney,Classical,female,white,0.002718062,0.028528295,0.026735108,0.9420185,46
Barbara Dickson,Pop,female,white,0.005942137,0.016908552,0.012660768,0.9644885,52
Barbara Hendricks,Classical,female,white,0.019880401,0.053899344,0.08396234,0.842258,22
Barbara Mandrell,Country,female,white,0.11640102,0.054034453,0.081491396,0.74807316,32.73684211
Barbra Streisand,Oldies,female,white,0.006994903,0.010568053,0.011154757,0.9712823,30.95833333
Barney Kessel,Jazz,male,white,0.00286032,0.002025082,0.008944359,0.9861703,13.69230769
Barney Wilen,Jazz,male,white,0.005614792,0.05826801,0.026608016,0.9095092,7
Barrington Levy,Rock,unknown,white,0.003078145,0.018931754,0.024129165,0.95386094,48.39130435
Barry Douglas,Classical,male,white,0.012072238,0.20592299,0.019376976,0.7626278,0.5
Barry Gibb,Rock,male,white,0.004781413,0.14454094,0.017471181,0.8332065,52.85714286
Barry Wordsworth,Classical,male,white,0.00306094,0.076635964,0.016873326,0.90342975,41.9
Bas,Pop,male,white,0.06150056,0.07909391,0.014104674,0.8453008,61.84615385
Bass Santana,Hip-hop,female,white,0.02884797,0.005207893,0.19020851,0.7757356,71
Basshunter,EDM,unknown,white,0.007257049,0.06587666,0.011808703,0.91505754,44.71428571
Bassnectar,EDM,unknown,white,0.069313474,0.028658051,0.16566373,0.7363647,49.28571429
Bastille,Pop,unknown,white,0.01642957,0.083431296,0.2670811,0.6330581,52.56756757
Bavarian Radio Symphony Orchestra,Classical,unknown,white,0.095673494,0.026738599,0.015607861,0.8619801,22
Bavarian State Orchestra,Classical,unknown,white,0.006453518,0.003798572,0.00372316,0.9860248,8.066666667
Bayreuth Festival Orchestra,Classical,unknown,white,0.011667741,0.003624385,0.006755002,0.9779529,0.052631579
Bazzi,Pop,unknown,white,0.00308738,0.007217458,0.035266973,0.9544282,72.41666667
Bea Miller,EDM,female,white,0.004361446,0.06578863,0.034882188,0.89496773,67.85714286
Beanie Sigel,Hip-hop,unknown,white,0.004104578,0.002504266,0.028854167,0.96453696,41.84444444
Beast Coast,Hip-hop,unknown,white,0.001649888,0.03233763,0.007101288,0.9589112,63
Beastie Boys,Hip-hop,unknown,white,0.002696803,0.17913038,0.023387456,0.7947853,43.62447257
Beauty Brain,Rap,male,white,0.001622012,0.04628529,0.012102013,0.93999064,73
Beaux Arts Trio,Classical,unknown,white,0.010517963,0.007707746,0.016144216,0.96563005,32
Bebe Rexha,EDM,female,white,0.002144969,0.010754134,0.005298307,0.98180264,69.61111111
Becky G,EDM,female,white,0.004072607,0.05572487,0.020792477,0.91941005,69.40909091
Becky Hill,EDM,female,white,0.00226928,0.06962926,0.024236849,0.90386456,36.88888889
Bedřich Smetana,Classical,male,white,0.013618674,0.006681079,0.047512427,0.9321878,3.2
Bee Gees,Oldies,female,white,0.002649727,0.16051254,0.015055424,0.8217823,42.55390335
Beenie Man,EDM,androgynous,white,0.003629579,0.10858928,0.020911656,0.8668695,49.05
Bela,Pop,female,white,0.020549398,0.02189568,0.05829232,0.89926267,0
Belinda,EDM,female,hispanic,0.018635914,0.002918091,0.8738731,0.104572855,51.73333333
Belle Plaine,Indie,female,white,0.00500025,0.12775491,0.028032193,0.83921266,59
Belly,Hip-hop,unknown,white,0.003526331,0.28582987,0.017738108,0.69290566,47.2
Ben Folds,Indie,male,white,0.002042325,0.11974198,0.013045919,0.86516976,42.8
Ben Harper,Pop,male,white,0.003721454,0.15703203,0.016806394,0.82244015,48.86842105
Ben Webster,Jazz,male,white,0.0031112,0.10327675,0.020892855,0.87271917,23.95294118
Bengt Hallberg,Jazz,male,white,0.003219729,0.009664187,0.009686738,0.9774293,36.5
Benjamin Britten,Classical,male,white,0.007506836,0.13524845,0.025842084,0.8314026,11.90697674
Benjamin Frith,Classical,male,white,0.002893349,0.09572683,0.017773116,0.88360673,37.66666667
Benjamin Grosvenor,Classical,male,white,0.003308616,0.019540656,0.023830831,0.9533199,56
Benny Andersson,Classical,male,white,0.002296193,0.053709287,0.014288182,0.92970634,37
Benny Benassi,EDM,male,white,0.00104855,0.007938294,0.02037045,0.97064275,57.66666667
Benny Carter,Jazz,male,white,0.001876173,0.049460072,0.012950257,0.9357135,19.44444444
Benny Goodman,Jazz,male,white,0.00404136,0.03702951,0.018411085,0.940518,9.925170068
Benny Goodman Quartet,Jazz,male,white,0.012344731,0.0442187,0.03658099,0.9068556,16.4
Benny Goodman Sextet,Jazz,male,white,0.005749592,0.09356392,0.023169525,0.877517,11.10144928
Benny Goodman Trio,Jazz,male,white,0.007143638,0.00989269,0.011393717,0.97156996,16
Benny Powell,Jazz,male,white,0.004451729,0.16086383,0.019478017,0.81520647,20.33333333
Benny Sings,Indie,male,white,0.006937641,0.056411173,0.016691444,0.9199598,55.33333333
Benny The Butcher,Hip-hop,male,white,0.002894452,0.14991003,0.01802475,0.82917076,65
Beny Moré,Jazz,unknown,white,0.002741233,0.14949536,0.015614397,0.832149,27.54545455
Beres Hammond,Rock,unknown,white,0.001988006,0.20555511,0.013109309,0.77934754,46.15384615
Bergen Philharmonic Orchestra,Classical,unknown,white,0.44804105,0.033728357,0.022328699,0.49590182,46
Berliner Philharmoniker,Classical,unknown,white,0.013481136,0.019222144,0.013466448,0.95383024,21
Bernard Haitink,Classical,male,white,0.001688592,0.041506834,0.009165477,0.94763905,24
Berner,Hip-hop,unknown,white,0.002365527,0.009606216,0.015912112,0.9721162,53.5
Bert Jansch,Country,male,white,0.00378888,0.001728788,0.023231342,0.97125095,25.53571429
Bertrand Chamayou,Classical,male,api,0.5848261,0.1550528,0.06203087,0.19809023,56.5
Bessie Smith,Jazz,female,white,0.003700493,0.08786089,0.015577317,0.8928613,20.05882353
Beth Hart,Rock,female,white,0.003677216,0.12917155,0.029102214,0.83804905,56
Betty Carter,Jazz,female,white,0.002576949,0.034508422,0.014413767,0.9485009,13.33333333
Betty Who,EDM,female,white,0.001732797,0.1306694,0.01293013,0.8546677,52
Beyoncé,EDM,unknown,white,0.006852546,0.07443658,0.042421605,0.8762893,58.78301887
Bhad Bhabie,Pop,unknown,api,0.9471503,0.008329729,0.006160844,0.038359094,67.16666667
Bidu Sayão,Classical,unknown,white,0.01014978,0.050434615,0.026637679,0.9127779,0.538461538
Big & Rich,Country,male,white,0.003286454,0.007594782,0.014895125,0.9742236,49.70833333
Big B,Hip-hop,unknown,white,0.008860024,0.11817533,0.024080986,0.8488836,41
Big Bill Broonzy,Country,male,white,0.001186888,0.031375814,0.02617621,0.94126105,8.56097561
Big Boi,Hip-hop,male,white,0.004278328,0.011576475,0.021790259,0.9623549,49.95454545
Big Boy,Hip-hop,male,white,0.004803998,0.07758431,0.022069808,0.8955419,71
Big Brother & The Holding Company,Rock,female,white,0.006389495,0.042349532,0.014908136,0.93635285,36.16666667
Big C,Rock,unknown,white,0.008860024,0.11817533,0.024080986,0.8488836,35
Big D,Rock,unknown,white,0.008860024,0.11817533,0.024080986,0.8488836,65
Big Daddy Kane,Hip-hop,male,white,0.005769305,0.048779346,0.019288572,0.9261628,41.07407407
Big Data,Pop,unknown,white,0.04137921,0.009771228,0.020348398,0.9285012,59.5
Big Freedia,Hip-hop,unknown,white,0.008861498,0.025133822,0.03930355,0.9267011,65
Big Gigantic,EDM,unknown,white,0.007200547,0.010899078,0.01752964,0.9643708,58.33333333
Big Gipp,Hip-hop,unknown,white,0.002327839,0.06353962,0.012748855,0.9213837,43.33333333
Big Head,Pop,unknown,white,0.003177986,0.16627792,0.015996143,0.814548,40
Big John Patton,Jazz,male,white,0.002754681,0.2892307,0.020580152,0.68743443,15.42857143
Big K.R.I.T.,Hip-hop,unknown,white,0.016066056,0.070562966,0.019328753,0.89404225,56
Big L,Country,unknown,white,0.008860024,0.11817533,0.024080986,0.8488836,46.53571429
Big Moe,Rap,female,white,0.005614814,0.084124446,0.019812327,0.8904484,41
Big Noyd,Hip-hop,unknown,white,0.002325605,0.10008101,0.015583542,0.88200986,46.8
Big Pokey,Rap,unknown,white,0.006959309,0.15642028,0.02018869,0.8164317,50.33333333
Big Poppa,Rap,unknown,white,0.002758662,0.00541989,0.014272421,0.977549,40
Big Pun,Hip-hop,unknown,white,0.004154845,0.0832975,0.021920793,0.8906269,45
Big Rube,Hip-hop,unknown,white,0.007738984,0.007143023,0.009781902,0.9753361,36
Big Scoob,Country,unknown,white,0.003466123,0.09297891,0.01802638,0.8855286,50
Big Sean,Hip-hop,male,white,0.00135125,0.037453476,0.011009249,0.950186,58.76422764
Big Shug,Hip-hop,unknown,white,0.006902956,0.026288794,0.0117133,0.955095,43
Big Smo,Country,unknown,white,0.004040475,0.07296357,0.022974443,0.9000215,50.42857143
Big Stan,Hip-hop,male,white,0.003500208,0.005299946,0.014201527,0.97699827,40
Big Steve,Rap,male,white,0.004589627,0.055080593,0.015816223,0.9245136,35
Big Syke,Rap,unknown,white,0.00100386,0.03675839,0.005279177,0.9569586,69.66666667
Big T,Country,unknown,white,0.008860024,0.11817533,0.024080986,0.8488836,42
Big Time Rush,EDM,male,white,0.003669959,0.017839855,0.009167105,0.96932304,51.84090909
Big Tymers,Hip-hop,unknown,white,0.002345493,0.018714484,0.01515976,0.9637802,42.65
Big Wild,Indie,unknown,white,0.003470285,0.07976009,0.014913906,0.9018557,58.77777778
Bigga Rankin,Rap,unknown,white,0.005211815,0.02785918,0.009695127,0.95723385,61
Bilal,Hip-hop,male,white,0.01587791,0.11782196,0.055277582,0.8110225,52
Bill Evans,Jazz,male,white,0.003274486,0.10802689,0.014163843,0.87453485,25.90357143
Bill Evans Trio,Jazz,male,white,0.011968531,0.008210395,0.012565133,0.9672559,21.68292683
Bill Frisell,Jazz,male,white,0.002329888,0.03221728,0.011991744,0.9534611,49
Bill Justis,Rock,male,white,0.004140604,0.016268268,0.015465138,0.96412605,36.92857143
Billie Eilish,Pop,female,white,0.008535805,0.018827626,0.011943032,0.96069354,77.50704225
Billie Holiday,Jazz,female,white,0.017305182,0.043866225,0.012866727,0.92596185,15.62100457
Billy Bragg,Country,male,white,0.001840959,0.019617861,0.012326621,0.96621454,37.96296296
Billy Butterfield,Jazz,male,white,0.002784509,0.060661465,0.011676371,0.92487764,16.66666667
Billy Currington,Country,male,white,0.004141851,0.058433156,0.01165633,0.9257686,54.77777778
Billy Eckstine,Jazz,male,white,0.005872084,0.09852912,0.01180998,0.8837888,17.36363636
Billy Idol,EDM,male,white,0.010420613,0.056790292,0.0416669,0.89112216,42.70833333
Billy Joel,Oldies,male,white,0.002267283,0.011950518,0.00844747,0.9773348,40.14213198
Billy Lemos,Indie,male,white,0.009735152,0.014665405,0.01920545,0.95639396,60
Billy Marchiafava,Pop,male,white,0.017297445,0.02301107,0.015531576,0.9441599,67.5
Billy Ray Cyrus,Country,male,white,0.005418743,0.16349363,0.020803008,0.81028455,52.57894737
Billy Strayhorn,Jazz,male,white,0.002939493,0.004932489,0.009911181,0.98221684,13.88571429
Bing Crosby,Jazz,androgynous,white,0.0012814,0.14201345,0.012715999,0.84398913,15.06770833
Bingo Players,EDM,unknown,white,0.006126648,0.060427327,0.017387873,0.9160581,52.6
Biohazard,Metal,unknown,white,0.018064775,0.043298252,0.024487028,0.91414994,45
Bipolar Sunshine,Pop,female,white,0.01030749,0.22548774,0.007126956,0.75707775,63
Birdman,Hip-hop,unknown,white,0.003416237,0.017654084,0.013071955,0.96585774,50.94444444
Birdy,EDM,unknown,white,0.002925058,0.13562354,0.015448632,0.84600276,61.83333333
Birdy Nam Nam,EDM,male,white,0.03497183,0.054646228,0.024264794,0.88611716,68
Bishop G,Indie,unknown,white,0.00932894,0.13514835,0.023974733,0.831548,48
Bix Beiderbecke,Jazz,unknown,white,0.001784002,0.004939702,0.010079563,0.98319674,7.723809524
