name,filtered_genre,gender
Bahari,Pop,unknown
Baillie & The Boys,Country,female
Bajaga i Instruktori,Rock,unknown
Bakar,Hip-hop,unknown
Balance And Composure,Indie,unknown
Balla Et Ses Balladins,Jazz,unknown
Ballyhoo!,Rock,unknown
Balmorhea,Pop,unknown
Balue,Indie,unknown
Bambee,EDM,unknown
Bamberg Symphony,Classical,unknown
Bambini Di Praga,Pop,female
Bananarama,EDM,unknown
Band Of Skulls,EDM,unknown
Band of Horses,Indie,unknown
Banda Blanca,Pop,female
Banda Bostik,Rock,unknown
Banda Carnaval,Pop,unknown
Banda Clave Nueva De Max Peraza,Pop,androgynous
Banda Fortuna,Pop,female
Banda Jerez,Pop,unknown
Banda La Costeña,Pop,unknown
Banda Los Recoditos,Pop,unknown
Banda Los Sebastianes,Pop,unknown
Banda Pelillos,Pop,unknown
Banda Rancho Viejo De Julio Aramburo La Bandononona,Pop,androgynous
Banda Tierra Blanca,Pop,female
Banda Tierra Sagrada,Pop,female
Banda Triguera,Pop,unknown
Banda Zirahuen,Pop,unknown
Banes World,Indie,unknown
Bang Tango,Metal,androgynous
Bankrol Hayden,Rap,male
Bankroll Fresh,Hip-hop,unknown
Bantu,EDM,unknown
Bappi Lahiri,Pop,unknown
Barbara,Pop,female
Barbara Bonney,Classical,female
Barbara Dickson,Pop,female
Barbara Hendricks,Classical,female
Barbara Lewis,Pop,female
Barbara Lynn,R&B,female
Barbara Mandrell,Country,female
Barbra Streisand,Oldies,female
Barcelona,Pop,unknown
Barclay James Harvest,Rock,male
Barenaked Ladies,Pop,unknown
BarlowGirl,Rock,unknown
Barney Bentall & The Legendary Hearts,Rock,male
Barney Kessel,Jazz,male
Barney Wilen,Jazz,male
Barns Courtney,Rock,female
Barre Phillips,Jazz,unknown
Barrett Wilbert Weed,Pop,male
Barrington Levy,Rock,unknown
Barrio Pobre,Rock,unknown
Barry Adamson,Rock,male
Barry Douglas,Classical,male
Barry Gibb,Rock,male
Barry Harris Trio,Jazz,male
Barry Manilow,Pop,male
Barry McGuire,Pop,male
Barry Wordsworth,Classical,male
Bart Crow,Country,male
Barão Vermelho,Rock,male
Barón Rojo,Metal,unknown
Bas,Pop,male
Bascom Lamar Lunsford,Country,male
Basement,Pop,unknown
Basement Jaxx,EDM,unknown
Basia,Jazz,unknown
Bass Santana,Hip-hop,female
Basshunter,EDM,unknown
Bassnectar,EDM,unknown
Bastille,Pop,unknown
Bat For Lashes,EDM,unknown
Bathory,Metal,unknown
Baths,Indie,unknown
Batmobile,Rock,unknown
Baton Rouge,Metal,unknown
Battleme,Rock,unknown
Battles,Pop,unknown
Bauhaus,EDM,unknown
Bavarian Radio Symphony Orchestra,Classical,unknown
Bavarian State Orchestra,Classical,unknown
Bay City Rollers,Pop,male
Bayreuth Festival Orchestra,Classical,unknown
Bayside,Pop,unknown
Bazzi,Pop,unknown
Be Bop Deluxe,Rock,female
Bea Miller,EDM,female
Beach Bunny,Indie,androgynous
Beach Fossils,Indie,unknown
Beach Goons,Indie,unknown
Beach House,Indie,unknown
Beanie Sigel,Hip-hop,unknown
Bear Hands,Indie,unknown
Bear's Den,Indie,unknown
Beartooth,Metal,unknown
Beast,Hip-hop,unknown
Beast Coast,Hip-hop,unknown
Beastie Boys,Hip-hop,unknown
Beat Happening,EDM,male
Beats Antique,EDM,unknown
Beatslingers,Rap,unknown
Beau Young Prince,Rap,male
Beauty Brain,Rap,male
Beaux Arts Trio,Classical,unknown
Bebe,EDM,female
Bebe Rexha,EDM,female
Bebo Norman,Rock,male
Bebo Valdés,Jazz,unknown
Beck,EDM,unknown
"Beck, Bogert, Appice",Rock,unknown
Becky G,EDM,female
Becky Hill,EDM,female
Bedroom,Indie,unknown
Bedřich Smetana,Classical,male
Bee Gees,Oldies,female
Beegie Adair,Jazz,male
Beenie Man,EDM,androgynous
Beirut,Indie,unknown
Bela,Pop,female
Belanova,EDM,unknown
Belchior,Rock,unknown
Belinda,EDM,female
Belinda Carlisle,EDM,female
Belkıs Özener,Pop,female
Bell Biv DeVoe,Hip-hop,female
Bella Thorne,Pop,female
Belle & Sebastian,Indie,female
Belle Plaine,Indie,female
Belly,Hip-hop,unknown
Belouis Some,EDM,unknown
Belton Richard,Pop,male
Bembeya Jazz National,Jazz,unknown
Ben E. King,Pop,male
Ben Folds,Indie,male
Ben Folds Five,Indie,male
Ben Harper,Pop,male
Ben Howard,Indie,male
Ben Kweller,Indie,male
Ben Lee,Pop,male
Ben Platt,Pop,male
Ben Rector,Indie,male
Ben Watt,Pop,male
Ben Webster,Jazz,male
Bengt Hallberg,Jazz,male
Beniamino Gigli,Classical,male
Benjamin Britten,Classical,male
Benjamin Francis Leftwich,Indie,male
Benjamin Frith,Classical,male
Benjamin Grosvenor,Classical,male
Benjamin Gustafsson,Classical,male
Benjy Davis Project,Indie,male
Bennie Green,Jazz,male
Bennie Maupin,Jazz,male
Benny,Pop,male
Benny Andersson,Classical,male
Benny Benassi,EDM,male
Benny Carter,Jazz,male
Benny Golson,Jazz,male
Benny Goodman,Jazz,male
Benny Goodman Quartet,Jazz,male
Benny Goodman Sextet,Jazz,male
Benny Goodman Trio,Jazz,male
Benny Hester,Rock,male
Benny Mardones,Rock,male
Benny Powell,Jazz,male
Benny Sadel,Pop,male
Benny Sings,Indie,male
Benny The Butcher,Hip-hop,male
Bent,Country,male
Beny Moré,Jazz,unknown
Beres Hammond,Rock,unknown
Bergen Philharmonic Orchestra,Classical,unknown
Berhana,Indie,unknown
Berlin,Classical,unknown
Berliner Philharmoniker,Classical,unknown
"Bernard ""Pretty"" Purdie",Jazz,male
Bernard Haitink,Classical,male
Bernard Wright,Jazz,male
Berner,Hip-hop,unknown
Bernward Koch,Pop,male
Bersuit Vergarabat,Rock,unknown
Bert Jansch,Country,male
Bertie Higgins,Rock,female
Bertrand Chamayou,Classical,male
Bessie Smith,Jazz,female
Best Coast,Indie,unknown
Beta Radio,Indie,unknown
Beth Crowley,Pop,female
Beth Hart,Rock,female
Beth Orton,Pop,female
Beto Barbosa,Pop,unknown
Bette Midler,Pop,female
Better Than Ezra,Pop,androgynous
Betty Carter,Jazz,female
Betty Everett,Pop,female
Betty Harris,R&B,female
Betty Who,EDM,female
Bettye Swann,R&B,female
Beulah,Indie,female
Beverley Craven,Pop,female
Beverly Glenn-Copeland,Pop,female
Beyoncé,EDM,unknown
Beyond,EDM,unknown
Bezerra Da Silva,Hip-hop,androgynous
Bhad Bhabie,Pop,unknown
Bi-2,Hip-hop,unknown
Bibio,EDM,unknown
Bic Runga,Pop,unknown
Bidu Sayão,Classical,unknown
Biffy Clyro,Rock,unknown
Big & Rich,Country,male
Big Audio Dynamite,EDM,unknown
Big B,Hip-hop,unknown
Big Bill Broonzy,Country,male
Big Black,Pop,unknown
Big Boi,Hip-hop,male
Big Boy,Hip-hop,male
Big Brother & The Holding Company,Rock,female
Big C,Rock,unknown
Big Country,EDM,unknown
Big D,Rock,unknown
Big Daddy Kane,Hip-hop,male
Big Daddy Weave,Rock,unknown
Big Data,Pop,unknown
Big Freedia,Hip-hop,unknown
Big Gemini,Hip-hop,unknown
Big Gigantic,EDM,unknown
Big Gipp,Hip-hop,unknown
Big Head,Pop,unknown
Big Head Todd and The Monsters,Pop,male
Big Jay McNeely,Jazz,male
Big Joe Turner,R&B,male
Big Joe Williams,Country,male
Big John Patton,Jazz,male
Big K.R.I.T.,Hip-hop,unknown
Big L,Country,unknown
Big Mama Thornton,R&B,unknown
Big Matt,Country,male
Big Maybelle,R&B,female
Big Mike,Rap,male
Big Moe,Rap,female
Big Noyd,Hip-hop,unknown
Big Pokey,Rap,unknown
Big Poppa,Rap,unknown
Big Pun,Hip-hop,unknown
Big Rube,Hip-hop,unknown
Big Scoob,Country,unknown
Big Sean,Hip-hop,male
Big Shaq,Pop,unknown
Big Shug,Hip-hop,unknown
Big Smo,Country,unknown
Big Stan,Hip-hop,male
Big Star,Country,unknown
Big Steve,Rap,male
Big Syke,Rap,unknown
Big T,Country,unknown
Big Thief,Indie,unknown
Big Time Rush,EDM,male
Big Tuck,Hip-hop,unknown
Big Tymers,Hip-hop,unknown
Big Wild,Indie,unknown
Big Youth,Rock,unknown
Bigga Rankin,Rap,unknown
Bikini Kill,Indie,unknown
Bilal,Hip-hop,male
Bill Bruford,Jazz,male
Bill Callahan,Country,male
Bill Carlisle,Country,male
Bill Charlap,Jazz,male
Bill Doggett,Jazz,male
Bill Elm & Woody Jackson,Oldies,male
Bill Evans,Jazz,male
Bill Evans Trio,Jazz,male
Bill Fay,Country,male
Bill Frisell,Jazz,male
Bill Haley & His Comets,Pop,male
Bill Holman,Jazz,male
Bill Justis,Rock,male
Bill LaBounty,Rock,male
Bill Le Sage,Jazz,male
Bill Medley,Rock,male
Bill Monroe,Country,male
Bill Monroe & His Blue Grass Boys,Country,male
Bill Wilson,Rock,male
Billie Eilish,Pop,female
Billie Holiday,Jazz,female
Billie Jo Spears,Country,female
Billie Marten,Indie,female
Billo's Caracas Boys,Jazz,unknown
Billy Boyo,EDM,male
Billy Bragg,Country,male
Billy Brown,Rock,male
Billy Butterfield,Jazz,male
Billy Cobham,Jazz,male
Billy Currington,Country,male
Billy Dean,Country,male
Billy Eckstine,Jazz,male
Billy Fury,Pop,male
Billy Gilman,Country,male
Billy Idol,EDM,male
Billy J. Kramer,Pop,male
Billy Joe Royal,Pop,male
Billy Joe Shaver,Country,male
Billy Joel,Oldies,male
Billy Lee Riley,Country,male
Billy Lemos,Indie,male
Billy Marchiafava,Pop,male
Billy Ocean,EDM,male
Billy Ray Cyrus,Country,male
Billy Squier,Country,male
Billy Strange,Pop,male
Billy Strayhorn,Jazz,male
Billy Swan,Pop,male
Billy Talent,Metal,male
Billy Taylor,Jazz,male
Billy Thorpe,Rock,male
Billy Vaughn,Pop,male
Billy Walker,Country,male
Binary Star,Hip-hop,unknown
Bing Crosby,Jazz,androgynous
Bingo Players,EDM,unknown
Biohazard,Metal,unknown
Bipolar Sunshine,Pop,female
Birdman,Hip-hop,unknown
Birdtalker,Indie,unknown
Birdy,EDM,unknown
Birdy Nam Nam,EDM,male
Bishop Briggs,Pop,unknown
Bishop G,Indie,unknown
Bitty McLean,Rock,unknown
Bix Beiderbecke,Jazz,unknown
Biz Markie,Hip-hop,unknown
Bizarre,Hip-hop,unknown
Björk,EDM,female
Björn Skifs,Pop,male
Björn Ulvaeus,Pop,male
Blac Youngsta,Hip-hop,unknown
Black,Pop,unknown
Black 'N Blue,Metal,unknown
Black Bear,Pop,unknown
Black Box,EDM,unknown
Black Caviar,EDM,unknown
Black Coast,Indie,unknown
Black Devil Disco Club,EDM,unknown
Black Eyed Peas,EDM,unknown
Black Flag,Rock,unknown
Black Hippy,Hip-hop,unknown
Black Joe Lewis & The Honeybears,Rock,male
Black Kids,EDM,unknown
Black Label Society,Metal,unknown
Black Lace,Pop,unknown
Black Marble,Pop,unknown
Black Moon,Hip-hop,androgynous
Black Moth Super Rainbow,Indie,unknown
Black Oak Arkansas,Country,androgynous
Black Rebel Motorcycle Club,EDM,unknown
Black Rob,Hip-hop,male
Black Sabbath,Metal,unknown
Black Sheep,Hip-hop,unknown
Black Star,Hip-hop,unknown
Black Stone Cherry,Metal,male
Black Thought,Hip-hop,unknown
Black Veil Brides,Metal,unknown
Black Violin,Pop,unknown
BlackHawk,Country,unknown
Blackalicious,Hip-hop,unknown
Blackberry Smoke,Country,unknown
Blackfoot,Country,unknown
Blackmore's Night,Classical,female
Blackstreet,EDM,unknown
Blackway,Rap,unknown
Blaggards,Rock,unknown
Blahzay Blahzay,Hip-hop,unknown
Blai$y,Rap,unknown
Blaine Larsen,Country,male
Blake Aaron,Jazz,male
Blake Mills,Country,male
Blake Rose,Pop,male
Blake Shelton,Country,male
Blanche Thebom,Classical,female
Blancmange,EDM,unknown
Blanco Brown,Country,unknown
Blanco White,Indie,unknown
Blaque,Pop,unknown
Blaze Foley,Country,male
Bleachers,Indie,unknown
Bleeding Through,Metal,unknown
Blessid Union Of Souls,Pop,unknown
Blest,Rock,unknown
Bleu Edmondson,Country,unknown
Blind Blake,Country,male
Blind Boy Fuller,Country,male
Blind Faith,Country,female
Blind Lemon Jefferson,Country,male
Blind Melon,Pop,unknown
Blind Pilot,Indie,unknown
Blind Willie Johnson,Country,male
Blind Willie McTell,Country,male
Blindside,Metal,unknown
Blitz,Indie,unknown
Blitzen Trapper,Indie,unknown
Bloc Party,EDM,unknown
BlocBoy JB,Hip-hop,unknown
Block B,EDM,unknown
Block McCloud,Rap,unknown
Blockhead,EDM,unknown
Blodwyn Pig,Jazz,female
Blonde Redhead,EDM,unknown
Blondie,EDM,unknown
Blood Orange,Indie,unknown
Blood Red Shoes,EDM,androgynous
"Blood, Sweat & Tears",Country,unknown
BloodPop®,Pop,unknown
Bloodhound Gang,Metal,androgynous
Bloods & Crips,Rap,unknown
Blossom Dearie,Jazz,female
Blouse,Indie,unknown
Blu,Rap,unknown
Blu Cantrell,Pop,unknown
Blue,Rap,unknown
Blue Boy,Country,male
Blue Cheer,Rock,unknown
Blue Foundation,EDM,unknown
Blue Ivy,Pop,female
Blue Jeans,Pop,unknown
Blue Mitchell,Jazz,male
Blue Mountain,Country,unknown
Blue Murder,Metal,unknown
Blue October,Indie,unknown
Blue Rodeo,Country,unknown
Blue Scholars,Hip-hop,unknown
Blue Stahli,Metal,unknown
Blue States,EDM,unknown
Blue Swede,Pop,unknown
Blue Öyster Cult,Metal,unknown
Blueface,Rap,unknown
Blues Image,Country,unknown
Blues Traveler,Pop,unknown
Blur,EDM,unknown
Bmike,Hip-hop,unknown
Bo Burnham,Pop,male
Bo Diddley,R&B,male
Bo Donaldson & The Heywoods,Pop,male
Bo Napoleon,Pop,male
Bo Roc,Country,male
Bo Skovhus,Classical,male
BoA,EDM,unknown
Boards of Canada,EDM,unknown
Boaz Daniel,Classical,male
Bob & Marcia,Rock,male
Bob Andy,Rock,male
Bob B. Soxx & The Blue Jeans,Pop,male
Bob Baldwin,Jazz,male
Bob Berg,Jazz,male
Bob Brookmeyer,Jazz,male
Bob Cooper,Jazz,male
Bob Cranshaw,Jazz,male
Bob Dylan,Country,male
Bob Enevoldsen,Jazz,male
Bob James,Jazz,male
Bob Lind,Rock,male
Bob Luman,Rock,male
Bob Moses,EDM,male
Bob Mould,Pop,male
Bob Seger,Country,male
Bob Sinclar,EDM,male
Bob Weir,Country,male
Bob Welch,Country,male
Bob Wills,Country,male
Bob Wills & His Texas Playboys,Country,male
Bobaflex,Indie,unknown
Bobbi Humphrey,Jazz,female
Bobbie Gentry,Country,female
Bobby Bare,Country,male
Bobby Brackins,Pop,male
Bobby Brown,EDM,male
Bobby Caldwell,Rock,male
Bobby Chen,Indie,male
Bobby Creekwater,Hip-hop,male
Bobby Cruz,Jazz,male
Bobby Darin,Jazz,male
Bobby Day,R&B,male
Bobby Freeman,Pop,male
Bobby Goldsboro,Pop,male
Bobby Hackett,Jazz,male
Bobby Hart,Pop,male
Bobby Hutcherson,Jazz,male
Bobby Lee Trammell,Rock,male
Bobby Lewis,R&B,male
Bobby Lord,Rock,male
Bobby Lyle,Jazz,male
Bobby Marchan,R&B,male
Bobby Rydell,Pop,male
Bobby Sherman,Pop,male
Bobby Shmurda,Rap,male
Bobby Solo,Pop,male
Bobby Timmons,Jazz,male
Bobby V.,Hip-hop,male
Bobby Valentin,Hip-hop,male
Bobby Vee,Pop,male
Bobby Vinton,Pop,male
Bobo,EDM,male
Bodeans,Pop,unknown
Body Count,Metal,unknown
Bodyjar,Rock,unknown
Bola Sete,Jazz,unknown
Bolbbalgan4,Pop,unknown
Bolt Thrower,Metal,unknown
Bomb the Music Industry!,Indie,unknown
Bomba Estéreo,Rock,unknown
Bombay Bicycle Club,EDM,unknown
Bombay Jayashri,Pop,unknown
Bon Iver,Indie,androgynous
Bon Jovi,Metal,androgynous
Bondo,Indie,unknown
Bone Crusher,Hip-hop,unknown
Bone Symphony,Pop,unknown
Bone Thugs-N-Harmony,Hip-hop,unknown
Bonet De San Pedro Y Los 7 De Palma,Pop,androgynous
Boney James,Jazz,male
Boney M.,Pop,unknown
Bongzilla,Metal,unknown
Bonn,Country,unknown
"Bonnie ""Prince"" Billy",Country,female
Bonnie McKee,Pop,female
Bonnie Raitt,Country,female
Bonnie Tyler,Pop,female
Bonny Cepeda,Pop,female
Bono,EDM,male
Bonobo,EDM,unknown
Boo,Pop,androgynous
Boo And Gotti,Rap,androgynous
Boo-Yaa T.R.I.B.E.,Hip-hop,unknown
Booba,Hip-hop,unknown
Boogie,Pop,unknown
Boogie Boys,Hip-hop,unknown
Boogie Down Productions,Hip-hop,unknown
Book Of Love,EDM,male
Booker Ervin,Jazz,male
Booker Little,Jazz,male
BoomBox,EDM,unknown
Boombox Cartel,EDM,unknown
Boondock Kingz,Country,unknown
Boondox,Country,unknown
Boosie Badazz,Hip-hop,unknown
Borgeous,EDM,unknown
Borgore,EDM,unknown
Boris Dlugosch,EDM,male
Boris Gardiner,Rock,male
Born Of Osiris,Metal,unknown
Borodin Quartet,Classical,unknown
Boss,Rock,unknown
Boston,Country,unknown
Boston Symphony Orchestra,Classical,unknown
Bottleneck,Country,unknown
Bounty Killer,EDM,unknown
Bow Wow,EDM,unknown
Bow Wow Wow,EDM,unknown
Bowery Electric,Pop,unknown
Bowling For Soup,Pop,unknown
Box Car Racer,Pop,unknown
Boy & Bear,Indie,male
Boy George,EDM,male
Boy In Space,Indie,male
Boy Matthews,EDM,male
Boy Meets Girl,Pop,male
Boyce Avenue,Pop,male
Boyinaband,Pop,unknown
Boys Like Girls,Pop,unknown
Boyz II Men,Pop,male
Boyz N Da Hood,Hip-hop,androgynous
Boyzone,EDM,unknown
Boz Scaggs,Country,unknown
Brabo Gator,Country,unknown
Bracket,EDM,unknown
Brad Knauber,Pop,male
Brad Mehldau,Jazz,male
Brad Mehldau Trio,Jazz,male
Brad Paisley,Country,male
Brad Sucks,Indie,male
Braken,Rap,unknown
Branches,Indie,unknown
Branchez,EDM,unknown
Brand New,Pop,male
Brand Nubian,Hip-hop,male
Brandi Carlile,Indie,female
Brandon Fields,Jazz,male
Brandon Flowers,Indie,male
Brandon Heath,Rock,male
Brandon Jenkins,Country,male
Brandon Lay,Country,male
Brandon Rhyder,Country,male
Brandy,EDM,female
Branford Marsalis,Jazz,unknown
Branford Marsalis Quartet,Jazz,unknown
Brant Bjork,Metal,male
Brantley Gilbert,Country,male
Brass Construction,Jazz,unknown
Brasstracks,Pop,unknown
Bratmobile,Indie,unknown
Bravehearts,Rap,unknown
Brazos,Indie,unknown
Brazos Valley Boys,Country,unknown
Bread,Oldies,unknown
Breakbot,EDM,unknown
Breaking Benjamin,Metal,male
Breaking Point,Pop,unknown
Breakout,Pop,unknown
Breakwater,Indie,unknown
Breathe,EDM,unknown
Breathe Carolina,EDM,female
Breeze,Hip-hop,unknown
Brenda,Pop,female
Brenda Lee,Pop,female
Brenda Russell,Jazz,female
Brendan Maclean,Pop,male
Brendon Urie,Pop,male
Brennan Savage,Hip-hop,male
Brent Cobb,Indie,male
Brent Faiyaz,Rap,male
Brett Dennen,Indie,male
Brett Eldredge,Country,male
Brett Young,Country,male
Brewer & Shipley,Country,unknown
Brian Bennett,Jazz,male
Brian Blade,Jazz,male
Brian Crain,Classical,male
Brian Culbertson,Jazz,male
Brian Eno,EDM,male
Brian Hyland,Pop,male
Brian May,Rock,male
Brian McKnight,EDM,male
Brian Setzer,Rock,male
Brian Tuey,Pop,male
Brian Wilson,Pop,male
Brick + Mortar,Rock,unknown
Bridgit Mendler,EDM,unknown
Bright Eyes,Indie,unknown
Brigitte Engerer,Classical,female
Brigitte Fontaine,Rock,female
Bring Me The Horizon,Metal,androgynous
Brinsley Schwarz,Country,unknown
Brisco,Hip-hop,unknown
Briston Maroney,Indie,unknown
Britney Spears,EDM,female
Britny Fox,Metal,unknown
Britt Nicole,EDM,female
Britt Woodman,Jazz,female
Bro Safari,EDM,unknown
Broadside,Pop,unknown
Broiler,EDM,unknown
Broken Bells,EDM,unknown
Broken Bones,Indie,unknown
Broken Social Scene,EDM,unknown
Bronco,Pop,unknown
Bronski Beat,EDM,male
Bronze Radio Return,Indie,unknown
Broods,Indie,unknown
Brook Benton,Pop,female
Brooke Valentine,Pop,female
Brooklyn Dreams,Rock,female
Brooklyn Funk Essentials,Jazz,female
Brooks,Country,male
Brooks & Dunn,Country,male
Brotha Lynch Hung,Hip-hop,androgynous
Brother Ali,Hip-hop,male
Brother Dege,Indie,unknown
Brothers Osborne,Country,unknown
Brown Bird,Indie,unknown
Brown Boy,Hip-hop,male
Brown Eyed Girls,Pop,unknown
Brownie McGhee,Country,unknown
Brownside,Hip-hop,unknown
Brownstone,Pop,unknown
Brownsville Station,Country,unknown
Bruce Brubaker,Classical,male
Bruce Cockburn,Country,male
Bruce Dickinson,Metal,male
Bruce Hornsby,Pop,male
Bruce Springsteen,Oldies,male
Bruno Major,Indie,male
Bruno Mars,EDM,male
Bruno Martini,EDM,male
Bruno Walter,Classical,male
Bryan Adams,Pop,male
Bryan Ferry,EDM,male
Bryan J,Country,male
Bryan White,Country,male
Bryant Myers,Rap,male
Bryce Fox,Indie,male
Bryce Hall,Pop,male
Bryce Vine,Pop,male
Bryson Tiller,Pop,male
Brytiago,Hip-hop,unknown
Bubba Sparxxx,Country,unknown
Buck Clayton,Jazz,male
Buck Owens,Country,male
Buckcherry,Metal,unknown
Buckethead,Metal,unknown
Buckwheat Zydeco,Pop,unknown
Bucky Covington,Country,male
Bud Freeman,Jazz,male
Bud Powell,Jazz,male
Bud Powell Trio,Jazz,male
Bud Shank,Jazz,male
Budapest String Quartet,Classical,unknown
Buddy,Hip-hop,male
Buddy Brown,Country,male
Buddy Cole,Pop,male
Buddy Collette,Jazz,male
Buddy DeFranco,Jazz,male
Buddy Greco,Jazz,male
Buddy Guy,Country,male
Buddy Holly,Pop,male
Buddy Jewell,Country,male
Buddy Miles,Rock,male
Buddy Moss,EDM,male
Buddy Rich,Jazz,male
Buddy Tate,Jazz,male
Buell Kazee,Country,unknown
Buena Vista Social Club,Jazz,unknown
Buffalo Springfield,Country,unknown
Buffalo Tom,Pop,male
Building 429,Rock,unknown
Built To Spill,Indie,androgynous
Buju Banton,EDM,unknown
Bukka White,Country,unknown
Buknas De Culiacan,Pop,androgynous
Bull Moose Jackson,R&B,male
Bullet For My Valentine,Metal,female
Bulletboys,Metal,unknown
Bumpin Uglies,Rock,unknown
Bun B,Rap,androgynous
Bunbury,Rock,unknown
Bunny Berigan,Jazz,androgynous
Bunny Wailer,Rock,androgynous
Burden Brothers,Pop,unknown
Burial,Metal,unknown
Burna Boy,EDM,male
Burning Spear,Rock,unknown
Burt Bacharach,Pop,male
Burton Cummings,Rock,male
Burzum,Metal,unknown
Busch Quartet,Classical,unknown
Busdriver,Hip-hop,unknown
Bush,Pop,unknown
Bushman,EDM,unknown
Bushwick Bill,Rap,male
Bushy,Rap,unknown
Busta Rhymes,Hip-hop,unknown
Busted,EDM,unknown
Busy Signal,EDM,unknown
Butch Cassidy,Rap,male
Butterfly Boucher,Pop,unknown
Butthole Surfers,Rock,unknown
Buzzcocks,EDM,unknown
By2,Pop,unknown
Byron Janis,Classical,male
Byron Lee & The Dragonaires,Rock,male
BØRNS,Indie,unknown
Béla Bartók,Classical,male
Béla Fleck,Oldies,male
Béla Fleck and the Flecktones,Jazz,male
C & C Music Factory,EDM,unknown
C-Bone,Hip-hop,unknown
C-Loc,Rap,unknown
C-Mob,Hip-hop,unknown
C-Murder,Hip-hop,unknown
C-Nile,Rap,unknown
C-PO,Country,unknown
C-Rayz Walz,Hip-hop,unknown
C-Rock,Hip-hop,unknown
C. Rivera,Pop,unknown
C. Tangana,Rap,unknown
C.W. McCall,Country,unknown
CARLOS MATA,Pop,unknown
CAZZETTE,EDM,unknown
CHAD,Classical,unknown
CHANYEOL,Pop,unknown
CHAPPO,Indie,unknown
CHEMISTRY,Pop,unknown
CHIC,Country,unknown
CHUNG HA,Pop,unknown
CHVRCHES,Indie,unknown
CID,EDM,unknown
CJ Fly,Hip-hop,unknown
CKY,Metal,unknown
CL,Indie,unknown
CLOVES,Pop,unknown
CNCO,Pop,unknown
COIN,Indie,unknown
CRUCIFIX,Country,unknown
CRUISR,Indie,unknown
CSS,EDM,unknown
CVBZ,EDM,unknown
Ca$h Out,Hip-hop,unknown
Caamp,Indie,unknown
Cab Calloway,Jazz,unknown
Cab Calloway & His Orchestra,Jazz,male
Cabaret Voltaire,EDM,male
Cabas,Pop,unknown
Cabu,Indie,unknown
Cachao,Jazz,unknown
Cachorro,Pop,unknown
Cactus,Country,unknown
Cadillac,Country,unknown
Cadillac Don & J-Money,Hip-hop,male
Cady Groves,Pop,unknown
Caedmon's Call,Rock,unknown
Caesars,Indie,unknown
Café Quijano,Pop,unknown
Café Tacvba,Rock,unknown
Cage,Indie,unknown
Cage The Elephant,Indie,female
Caifanes,Rock,unknown
Cailin Russo,Pop,unknown
Caitlin & Will,Country,female
Cake,Indie,unknown
Cal Smith,Country,male
Cal Tjader,Jazz,male
Calboy,Hip-hop,unknown
Caleb Hyles,Pop,male
Calexico,Country,unknown
Cali Life Style,Hip-hop,female
Cali Swag District,Pop,female
Cali Y El Dandee,Pop,female
Call Me Karizma,Hip-hop,androgynous
Callalily,Indie,unknown
Calle 13,Hip-hop,male
Calloway,Jazz,unknown
Cally Kwong,Pop,female
Calo,Indie,unknown
Calum Scott,Pop,androgynous
Calvin Harris,EDM,male
Cam,EDM,female
Cam Meekins,Hip-hop,female
Camayenne Sofa,Jazz,unknown
Camel,EDM,unknown
Cameo,Pop,unknown
Camera Obscura,Indie,unknown
Camila,EDM,female
Camila Cabello,EDM,female
Camille,Classical,female
Camille Saint-Saëns,Classical,female
Camilo,Pop,male
Camilo Sesto,Pop,male
Camouflage,Pop,unknown
Camp Lo,Hip-hop,androgynous
Campbell I.C.,Country,male
Camper Van Beethoven,Pop,male
Cam’ron,Hip-hop,unknown
Canaan Smith,Country,unknown
Candido Camero,Jazz,male
Candlebox,Pop,unknown
Candlemass,Metal,unknown
Candy Dulfer,Jazz,female
Candy Lo,Indie,female
Canibus,Hip-hop,unknown
Canned Heat,Country,unknown
Cannibal Corpse,Metal,unknown
Cannonball Adderley,Jazz,unknown
Cano Estremera,Jazz,male
Canserbero,Hip-hop,unknown
Canyon City,Indie,unknown
Cap,Pop,unknown
Capital Cities,EDM,unknown
Capital Kings,EDM,unknown
Capital Steez,Hip-hop,unknown
Capleton,EDM,unknown
Capone-N-Noreaga,Hip-hop,unknown
